Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
FLI1 27457419 Chip-Seq LIVER Mouse	3/294	0.331128098610429	0.999996156349101	0	0	1.49453990072547	1.65184018583113	COL4A4;COL4A3;FN1
CRX 20693478 ChIP-Seq RETINA Mouse	12/1492	0.333560032799196	0.999996156349101	0	0	1.18288288288288	1.29872546787482	PKIB;MOXD1;COL4A4;COL4A3;NOS1AP;SLAMF8;FN1;KREMEN1;MMP19;CACNA1E;ATF3;DDO
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	12/1493	0.334395245409257	0.999996156349101	0	0	1.18201987074371	1.29482193732596	BTNL9;BATF2;ANKRD22;FAM118A;SLC26A8;BHLHE41;KREMEN1;MMP19;KIF20A;GPR84;UTY;GBP1
SOX6 21985497 ChIP-Seq MYOTUBES Mouse	12/1504	0.343612729125601	0.999996156349101	0	0	1.17260308949317	1.25262157498718	GRIP1;PKIB;MOXD1;COL4A4;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;SRGAP1;ATF3;DDO
ESR1 20056654 ChIP-Seq MCF-7 Human BreastCancer	7/827	0.345422879739634	0.999996156349101	0	0	1.24086762241668	1.31902475435503	PKIB;WDR17;LYPD6B;HPN;WNT16;SRGAP1;SYBU
CEBPB 23403033 ChIP-Seq LIVER Mouse	3/304	0.34999401225825	0.999996156349101	0	0	1.44414913252123	1.5161244168707	HP;MMP19;ATF3
RELA 24523406 ChIP-Seq FIBROSARCOMA Human	9/1104	0.352461879389704	0.999996156349101	0	0	1.19573112456196	1.24692372940901	CD274;PLLP;FN1;SLITRK5;C4BPA;NRCAM;IL27;SRGAP1;GBP1
NR3C2 34362910 ChIP-Seq WistarRat Hippocampus Stress	8/974	0.358480730595889	0.999996156349101	0	0	1.2037585602803	1.23491227777468	FHAD1;ROR1;PARVA;CACNA1E;SYN2;CSMD1;SYBU;LRP1B
NR3C1 34362910 ChIP-Seq WistarRat Hippocampus Stress	6/709	0.364659449386891	0.999996156349101	0	0	1.238781844045	1.24967244139927	KREMEN1;PARVA;CACNA1E;SYN2;CSMD1;SYBU
CUX1 19635798 ChIP-ChIP MULTIPLE CANCER TYPES Human	13/1669	0.366126954474386	0.999996156349101	0	0	1.14337198067633	1.14883173689982	C1QB;ANXA3;SLC1A3;C4BPA;GPR84;CACNA1E;PKIB;APOL4;KIF20A;FCGR1A;MOCS1;GBP1;SOX5
ZFP322A 24550733 ChIP-Seq MESCs Mouse	1/67	0.371658333367433	0.999996156349101	0	0	2.18933864189339	2.1669642696855	LRP1B
Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	8/993	0.378492289167537	0.999996156349101	0	0	1.17935181569699	1.14581055283516	CD274;ANXA3;LYPD6B;BHLHE41;MMP19;WNT16;ATF3;MYOM2
SOX9 26525672 Chip-Seq Limbbuds Mouse	8/993	0.378492289167537	0.999996156349101	0	0	1.17935181569699	1.14581055283516	GRIP1;MOXD1;COL4A4;NOS1AP;FN1;KREMEN1;CACNA1E;SRGAP1
GATA2 26923725 Chip-Seq HEMANGIOBLAST Mouse	1/69	0.380328678859758	0.999996156349101	0	0	2.12473164448261	2.05401941895362	MYOM2
LYL1 20887958 ChIP-Seq HPC-7 Mouse	5/587	0.381134648901208	0.999996156349101	0	0	1.24538149497455	1.20129817461776	C1QA;SLC26A8;TMEM119;PDCD1LG2;SOX5
BMI1 23680149 ChIP-Seq NPCS Mouse	7/860	0.38277183709913	0.999996156349101	0	0	1.19079494912433	1.14353967207504	OLAH;NRN1;BHLHE41;SYBU;ATF3;COCH;GDF7
NANOG 18358816 ChIP-ChIP MESCs Mouse	7/865	0.388453860998643	0.999996156349101	0	0	1.18354419117778	1.11913675560599	GBP5;CD274;FN1;SLC1A3;ROR1;CACNA1E;GBP1
NANOG 18700969 ChIP-ChIP MESCs Mouse	2/196	0.392647105196547	0.999996156349101	0	0	1.49090357792602	1.3937622967051	FN1;CYYR1
HOXB13 26457646 ChIP-Seq LNCaP Human Prostate Carcinoma	11/1424	0.394162444550815	0.999996156349101	0	0	1.13088809758653	1.05284795137913	KDM5D;EIF1AY;COL4A3;HPN;FN1;ROR1;SYBU;ATF3;DDO;CD177;SOX5
NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation	28/3823	0.39580496337843	0.999996156349101	0	0	1.07767636842736	0.998826782175661	BHLHE41;CACNA1E;MYOM2;GRIP1;EPSTI1;NRCAM;CYYR1;GBP1;CSMD1;CORIN;SOX5;OLAH;WDR17;ANXA3;PLLP;FBXO39;FN1;ANK2;PARVA;SEPTIN4;LRP1B;PKIB;COL4A4;LYPD6B;PRR16;SLC26A8;ROR1;XKR3
NFE2 27457419 Chip-Seq LIVER Mouse	6/735	0.396819522098762	0.999996156349101	0	0	1.19297917446066	1.10263928269281	COL4A4;COL4A3;NOS1AP;FN1;CACNA1E;ATF3
FOXA2 19822575 ChIP-Seq HepG2 Human	19/2553	0.398976907277186	0.999996156349101	0	0	1.09181352098851	1.00321475380565	GBP6;PLLP;FN1;KREMEN1;C4BPA;ANK2;CACNA1E;COCH;FHAD1;GRIN3A;CASP5;COL4A4;LYPD6B;NOS1AP;NRCAM;SRGAP1;CSMD1;CORIN;SOX5
MYC 19829295 ChIP-Seq ESCs Human	12/1572	0.401518375441899	0.999996156349101	0	0	1.11733821733822	1.01957333527539	ARL17B;DDX3Y;C1QB;GRIP1;MOXD1;CASP5;ANKRD22;LYPD6B;HPN;MMP19;PDCD1LG2;LRP1B
ESR1 21235772 ChIP-Seq MCF-7 Human	2/200	0.402351354679718	0.999996156349101	0	0	1.46048722519311	1.32967073521242	PKIB;ATF3
GATA3 21878914 ChIP-Seq MCF-7 Human	12/1574	0.403237626906085	0.999996156349101	0	0	1.11578562282788	1.01338913478412	BTNL9;ETV7;ARL17A;PKIB;IFI27;SLAMF8;NRCAM;FOLR3;WNT16;SYN2;ATF3;COCH
STAT6 20620947 ChIP-Seq CD4 POS T Human	3/334	0.406122730257189	0.999996156349101	0	0	1.31124538435717	1.18156305034848	PLLP;NRCAM;MYOM2
HNFA 21074721 ChIP-Seq CACO-2 Human	12/1578	0.406677659229673	0.999996156349101	0	0	1.11269233108314	1.00112756621921	GBP6;FHAD1;C1QB;GBP5;C1QA;C4BPA;ROR1;FCGR1A;CACNA1E;GBP1;ATF3;C1QC
EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	4/470	0.40784353842929	0.999996156349101	0	0	1.24245724168855	1.11432469177536	ARL17B;XKR3;MYOM2;DDO
SMC1 22415368 ChIP-Seq MEFs Mouse	12/1583	0.410980225867659	0.999996156349101	0	0	1.10884786760025	0.985998809598966	BTNL9;GBP5;FN1;SLC1A3;ROR1;GPR84;WNT16;SRGAP1;CSMD1;ATF3;DDO;C1QC
FOXH1 21741376 ChIP-Seq EPCs Human	12/1586	0.413562915156299	0.999996156349101	0	0	1.10655291341441	0.977026051911679	ETV7;ANXA3;FN1;CLEC18B;ROR1;KCNK17;WNT16;FCGR1A;MOCS1;GBP1;MYOM2;C1QC
SALL1 21062744 ChIP-ChIP HESCs Human	1/77	0.413838255269536	0.999996156349101	0	0	1.90030733768728	1.67660328949085	SOX5
TCF3 18692474 ChIP-Seq MEFs Mouse	5/611	0.414028920027131	0.999996156349101	0	0	1.19457058487804	1.05339557908028	C1QA;FN1;SLC1A3;ROR1;C1QC
CDX2 21074721 ChIP-Seq CACO-2 Mouse	12/1587	0.41442397842717	0.999996156349101	0	0	1.10578987150416	0.9740523987521	GBP6;FHAD1;C1QB;GBP5;C1QA;C4BPA;ROR1;FCGR1A;CACNA1E;GBP1;ATF3;C1QC
STAT4 19710469 ChIP-ChIP TH1 Mouse	8/1027	0.414468584633752	0.999996156349101	0	0	1.13794821469012	1.0022571055016	GBP5;CD274;IFI27;SLAMF8;SLC26A8;SERPING1;GBP1;ATF3
OCT1 27270436 Chip-Seq PROSTATE Human	12/1591	0.417868956429793	0.999996156349101	0	0	1.1027473687385	0.962243456006727	GRIP1;ARL17A;ANXA3;BHLHE41;MMP19;ANK2;GPR84;FCGR1A;SRGAP1;XKR3;LRP1B;CORIN
EZH2 27294783 Chip-Seq NPCs Mouse	8/1032	0.419762631075957	0.999996156349101	0	0	1.13209134615385	0.982729883743402	PKIB;MOXD1;COL4A4;COL4A3;NOS1AP;FN1;CACNA1E;ATF3
VDR 24763502 ChIP-Seq THP-1 Human	8/1034	0.421879773979523	0.999996156349101	0	0	1.12976458239616	0.975026264882831	SIGLEC16;IFI27;ANXA3;RFPL2;SLC1A3;GPR84;OTX1;PDCD1LG2
EGR1 19032775 ChIP-ChIP M12 Human	2/210	0.426286891635898	0.999996156349101	0	0	1.38956447963801	1.18480201646419	C1QB;APOL4
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse	11/1461	0.427413672399777	0.999996156349101	0	0	1.09982079826229	0.934850919589336	USP9Y;KREMEN1;SLC1A3;OTX1;CYYR1;CACNA1E;GBP1;CSMD1;MYOM2;COCH;SOX5
PCGF2 27294783 Chip-Seq NPCs Mouse	3/346	0.428216033167758	0.999996156349101	0	0	1.26459345643019	1.07253643657991	COL4A4;COL4A3;FN1
GATA2 20887958 ChIP-Seq HPC-7 Mouse	10/1324	0.431053621354448	0.999996156349101	0	0	1.10278729071537	0.928020632279524	BTNL9;CD274;C1QA;SLC26A8;TMEM119;SERPING1;FFAR3;PDCD1LG2;ATF3;SOX5
CEBPB 26923725 Chip-Seq HEMANGIOBLAST Mouse	4/486	0.432631371372065	0.999996156349101	0	0	1.20022295163188	1.00562990419104	FHAD1;SLC1A3;CACNA1E;CSMD1
TCF4 23295773 ChIP-Seq U87 Human	23/3177	0.436063682712762	0.999996156349101	0	0	1.05948002536462	0.87933344235266	BTNL9;C1QB;CD274;MOXD1;BATF2;PLLP;FN1;IL27;LRP1B;DDO;FHAD1;GRIP1;COL4A4;LYPD6B;EPSTI1;TMEM119;MMP19;NRCAM;ROR1;MOCS1;CSMD1;CORIN;SOX5
RUNX1 27457419 Chip-Seq LIVER Mouse	11/1475	0.440006045028357	0.999996156349101	0	0	1.08847510864421	0.893601941477856	OLAH;COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;SERPING1;CACNA1E;ATF3;LRP1B
NR1I2 20693526 ChIP-Seq LIVER Mouse	5/631	0.441261329458233	0.999996156349101	0	0	1.15520430469144	0.945093429844729	MOXD1;NOS1AP;HP;ROR1;PARVA
IRF8 21731497 ChIP-ChIP J774 Mouse	2/219	0.447400711635587	0.999996156349101	0	0	1.33132285172133	1.0707838207872	GBP6;CD274
PPARD 23208498 ChIP-Seq MDA-MB-231 Human	3/357	0.448216292564044	0.999996156349101	0	0	1.22460765850596	0.982722378833945	PLLP;SLC26A8;NRCAM
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	10/1349	0.45460992572031	0.999996156349101	0	0	1.08073889096341	0.851963255768706	PRR16;FN1;SLC1A3;ANK2;PARVA;IL27;GPR84;WNT16;SRGAP1;SOX5
GATA3 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	6/782	0.454714578042986	0.999996156349101	0	0	1.11797094657919	0.881056533524479	MOXD1;RFPL2;NRCAM;ANK2;SYBU;SOX5
OCT4 18555785 Chip-Seq ESCs Mouse	11/1492	0.455277521156339	0.999996156349101	0	0	1.0749865753614	0.845851154410046	FHAD1;GBP5;COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3;LRP1B
RNF2 18974828 ChIP-Seq MESCs Mouse	8/1066	0.455665734257862	0.999996156349101	0	0	1.09373273229606	0.859669308948617	GRIP1;NRN1;PLLP;OTX1;CACNA1E;CSMD1;COCH;GDF7
EZH2 18974828 ChIP-Seq MESCs Mouse	8/1066	0.455665734257862	0.999996156349101	0	0	1.09373273229606	0.859669308948617	GRIP1;NRN1;PLLP;OTX1;CACNA1E;CSMD1;COCH;GDF7
CMYC 18555785 Chip-Seq ESCs Mouse	11/1499	0.461554907816205	0.999996156349101	0	0	1.06952205571078	0.826905528474233	GBP5;COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;ANK2;CACNA1E;ATF3;LRP1B
RUNX 20019798 ChIP-Seq JUKART Human	4/505	0.461703454849324	0.999996156349101	0	0	1.1535734501147	0.891519014867177	GBP5;NRN1;ANK2;GPR84
EBF1 22473956 ChIP-Seq BONE MARROW Mouse	11/1502	0.464242685818988	0.999996156349101	0	0	1.06719582587388	0.818910405124386	GRIN3A;COL4A4;LYPD6B;COL4A3;NOS1AP;FN1;ANK2;CACNA1E;ATF3;LRP1B;CORIN
MYC 20876797 ChIP-ChIP MEDULLOBLASTOMA Human	8/1086	0.476631887277342	0.999996156349101	0	0	1.07229912944199	0.794585247340923	BTNL9;PKIB;NRN1;PARVA;RPS4Y1;ZFY;FCGR1A;XKR3
SUZ12 27294783 Chip-Seq NPCs Mouse	5/658	0.477550048822846	0.999996156349101	0	0	1.10588492671188	0.817344410061497	COL4A4;COL4A3;NOS1AP;FN1;CACNA1E
EGR1 23403033 ChIP-Seq LIVER Mouse	4/516	0.478307539280834	0.999996156349101	0	0	1.12814832089552	0.832010927439117	GBP6;NOS1AP;SERPING1;UTY
AUTS2 25519132 ChIP-Seq 293T-REX Human	6/809	0.487463626430612	0.999996156349101	0	0	1.07885203215216	0.775197911717602	ARL17B;GBP5;SLC1A3;KIF20A;FOLR3;LRP1B
TRIM28 17542650 ChIP-ChIP NTERA2 Human	5/668	0.490805873351246	0.999996156349101	0	0	1.08863788430352	0.774790766532556	C1QA;RFPL2;USP9Y;PARVA;MYOM2
OLIG2 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	12/1679	0.493450628944992	0.999996156349101	0	0	1.0395063844374	0.734237109790507	GRIP1;GRIN3A;EPSTI1;SLC1A3;SLITRK5;NRCAM;CYYR1;CSMD1;LRP1B;DDO;CORIN;GDF7
TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse	1/99	0.496995932779476	0.999996156349101	0	0	1.47206911961865	1.02923162507233	PARVA
PCGF2 27294783 Chip-Seq ESCs Mouse	3/385	0.497791501018635	0.999996156349101	0	0	1.13321698662013	0.790502663478124	COL4A4;COL4A3;FN1
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	10/1398	0.500382202675704	0.999996156349101	0	0	1.03982798991354	0.719959293034957	C1QA;LYPD6B;NOS1AP;FN1;KREMEN1;SLC1A3;SLITRK5;LRP1B;COCH;SOX5
SMAD 19615063 ChIP-ChIP OVARY Human	1/100	0.500483918197201	0.999996156349101	0	0	1.45712600457126	1.00859320422095	EPSTI1
ZNF274 21170338 ChIP-Seq K562 Hela	2/245	0.505861385643699	0.999996156349101	0	0	1.18730331638828	0.809138410585228	XKR3;SOX5
LMO2 26923725 Chip-Seq HEMANGIOBLAST Mouse	10/1404	0.505929686527301	0.999996156349101	0	0	1.03501614060258	0.705216091561927	GRIP1;NRN1;GRIN3A;NOS1AP;FN1;KREMEN1;SLC1A3;OTX1;MYOM2;COCH
MYBL1 21750041 ChIP-ChIP SPERMATOCYTES Mouse	1/103	0.510804453250234	0.999996156349101	0	0	1.41405467296408	0.949917297028841	KIF20A
VDR 22108803 ChIP-Seq LS180 Human	1/103	0.510804453250234	0.999996156349101	0	0	1.41405467296408	0.949917297028841	XKR3
POU5F1 18347094 ChIP-ChIP MESCs Mouse	11/1555	0.511345289582787	0.999996156349101	0	0	1.0275896536249	0.689214865698014	GRIP1;GBP5;C1QA;PLLP;FN1;ANK2;ROR1;OTX1;SRGAP1;GBP1;ATF3
REST 18959480 ChIP-ChIP MESCs Mouse	12/1701	0.512107642147915	0.999996156349101	0	0	1.02472581691054	0.685767459479177	DDX3Y;GRIP1;C1QA;USP9Y;FBXO39;SLC1A3;UTY;CACNA1E;SYN2;CSMD1;LRP1B;CD177
MEF2A 21415370 ChIP-Seq HL-1 Mouse	5/691	0.520826962354299	0.999996156349101	0	0	1.05087792367215	0.685526991775805	COL4A4;COL4A3;SLC1A3;ROR1;CORIN
TAL1 30185409 ChIP-Seq HPC Mouse BoneMarrow Leukemia	15/2154	0.525603517304114	0.999996156349101	0	0	1.01044481693064	0.649926310915407	WDR17;NRN1;BHLHE41;SLC1A3;PARVA;GPR84;LRP1B;PKIB;PRR16;SLITRK5;ROR1;MOCS1;CSMD1;SYBU;CORIN
FOXP3 17237761 ChIP-ChIP TREG Mouse	1/108	0.527536988018153	0.999996156349101	0	0	1.34763626441094	0.861862305738218	GBP5
YAP1 20516196 ChIP-Seq MESCs Mouse	13/1868	0.529841902404433	0.999996156349101	0	0	1.00955687331536	0.641246916721209	USP9Y;FN1;SLC1A3;ANK2;PARVA;CACNA1E;GRIP1;COL4A3;NOS1AP;NRCAM;ROR1;CSMD1;SOX5
GF1B 26923725 Chip-Seq HPCs Mouse	9/1284	0.529914203835389	0.999996156349101	0	0	1.01707250341997	0.645881890486166	GRIP1;C1QA;OLAH;NRN1;NOS1AP;KREMEN1;ANK2;ATF3;COCH
ARNT 22903824 ChIP-Seq MCF-7 Human	6/846	0.531310651914736	0.999996156349101	0	0	1.029329004329	0.650956305561974	LYPD6B;FN1;SLC1A3;NRCAM;SRGAP1;LRP1B
TBL1 22424771 ChIP-Seq 293T Human	11/1579	0.532338408856914	0.999996156349101	0	0	1.01053551341797	0.637118272142905	FHAD1;C1QB;C1QA;C4BPA;ROR1;PARVA;FCGR1A;CACNA1E;SRGAP1;ATF3;SOX5
SMAD1 26771354 ChIP-Seq mESC Mouse Stem	7/994	0.532780348830776	0.999996156349101	0	0	1.02187212386985	0.643417739513638	FN1;SERPING1;SLC1A3;ANK2;CSMD1;GDF7;INSYN2B
LDB1 21186366 ChIP-Seq BM-HSCs Mouse	10/1435	0.534319154763676	0.999996156349101	0	0	1.01080043859649	0.63353125441815	BTNL9;BATF2;OLAH;FBXO39;PRR16;TMEM119;KREMEN1;OTX1;COCH;CD177
ZIC3 20872845 ChIP-ChIP MESCs Mouse	2/259	0.535655853110759	0.999996156349101	0	0	1.12182421606775	0.700313787226212	SLC26A8;ROR1
FOXH1 21741376 ChIP-Seq ESCs Human	11/1589	0.54100495879183	0.999996156349101	0	0	1.00358272706406	0.616527799578935	ARL17B;FHAD1;C1QB;C1QA;HP;FFAR3;PDCD1LG2;GBP1;DDO;CD177;C1QC
SREBP1 19666523 ChIP-Seq LIVER Mouse	4/567	0.552450460793432	0.999996156349101	0	0	1.02324964873678	0.607187657580923	USP9Y;FN1;ATF3;LRP1B
EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse	9/1313	0.557382373870313	0.999996156349101	0	0	0.992901983164503	0.580354968765648	PKIB;FN1;TMEM119;SLC1A3;SLITRK5;NRCAM;GPR84;OTX1;SOX5
RUNX2 22187159 ChIP-Seq C42B Human ProstateCancer	1/119	0.562375024589924	0.999996156349101	0	0	1.22132871458617	0.702980134653024	HPN
ARID1A 32646524 ChIP-Seq H9 Human BoneMarrow Lymphoma	1/119	0.562375024589924	0.999996156349101	0	0	1.22132871458617	0.702980134653024	HPN
TBX2 33478486 ChIP-Seq IMR90 Human Lung	16/2354	0.565217308693798	0.999996156349101	0	0	0.982989524463953	0.560839762781368	NRN1;ANXA3;RFPL2;HPN;FBXO39;BHLHE41;KREMEN1;CACNA1E;VSIG10;GDF7;GRIN3A;CYYR1;FGF13;CSMD1;SYBU;ATF3
CDX2 22108803 ChIP-Seq LS180 Human	11/1619	0.566675566494411	0.999996156349101	0	0	0.98324323265562	0.55845101895007	GRIP1;ANKRD22;RFPL2;COL4A3;EPSTI1;BHLHE41;WNT16;SRGAP1;XKR3;ATF3;CD177
SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	11/1619	0.566675566494411	0.999996156349101	0	0	0.98324323265562	0.55845101895007	C1QA;COL4A3;HPN;TMEM119;KREMEN1;SERPING1;OTX1;FGF13;SOX5;GDF7;C1QC
CREB1 26743006 Chip-Seq LNCaP-abl Human	11/1626	0.572587681934425	0.999996156349101	0	0	0.978606079812779	0.545660375962814	DDX3Y;IFI27;RFPL2;FAM118A;BHLHE41;PARVA;KCNK17;UTY;CACNA1E;SRGAP1;CD177
ATF3 27146783 Chip-Seq COLON Human	11/1628	0.574271089627778	0.999996156349101	0	0	0.977288553216562	0.54205672429463	NRN1;ANXA3;LYPD6B;RFPL2;BHLHE41;SLC1A3;ANK2;PDCD1LG2;ATF3;VSIG10;COCH
TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human	11/1629	0.575111816949575	0.999996156349101	0	0	0.976631011358438	0.54026328347611	MOXD1;COL4A4;SLAMF8;FN1;TMEM119;BHLHE41;MMP19;PARVA;GPR84;SRGAP1;ATF3
SA1 27219007 Chip-Seq Bcells Human	11/1633	0.578468146145182	0.999996156349101	0	0	0.97400895171704	0.533145029910706	FHAD1;C1QB;GBP5;BATF2;C1QA;IFI27;KREMEN1;SPDYE4;ROR1;CACNA1E;C1QC
SETDB1 19884257 ChIP-Seq MESCs Mouse	11/1634	0.579305568567102	0.999996156349101	0	0	0.973355456261128	0.531379260787556	GBP6;GRIP1;NRN1;NOS1AP;SLC26A8;MMP19;GPR84;OTX1;SRGAP1;MOCS1;GDF7
IKZF1 21737484 ChIP-ChIP HCT116 Human	1/125	0.580289936561721	0.999996156349101	0	0	1.16187897339298	0.632326384099783	COCH
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	8/1189	0.580733612954907	0.999996156349101	0	0	0.973412362404742	0.529013724160475	BATF2;ANXA3;BHLHE41;ANK2;ROR1;GPR84;PDCD1LG2;ATF3
GATA2 21666600 ChIP-Seq HMVEC Human	4/588	0.581359182095995	0.999996156349101	0	0	0.985381312615007	0.534457520876335	ANXA3;HPN;SLC26A8;PDCD1LG2
SOX2 21211035 ChIP-Seq LN229 Gbm	18/2673	0.582305515331486	0.999996156349101	0	0	0.972146892655367	0.525698181428687	HPN;SLC1A3;PARVA;PDCD1LG2;SYN2;LRP1B;MYOM2;ETV7;COL4A3;NOS1AP;PRR16;ROR1;CYYR1;FGF13;SRGAP1;CSMD1;CORIN;SOX5
ERG 21242973 ChIP-ChIP JURKAT Human	2/283	0.583826847422092	0.999996156349101	0	0	1.02475402972577	0.551472236005393	NRN1;CSMD1
CTNNB1 24651522 ChIP-Seq LGR5+ INTESTINAL STEM Human	1/127	0.58609825681532	0.999996156349101	0	0	1.14332058857606	0.610839409526456	IFI27
STAT3 18555785 Chip-Seq ESCs Mouse	10/1495	0.587616337261874	0.999996156349101	0	0	0.966803451178451	0.514031056369902	GBP5;OLAH;COL4A4;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3;LRP1B
GATA2 21186366 ChIP-Seq BM-HSCs Mouse	10/1495	0.587616337261874	0.999996156349101	0	0	0.966803451178451	0.514031056369902	GRIP1;PKIB;MOXD1;KREMEN1;MMP19;OTX1;SRGAP1;DDO;COCH;GDF7
CHD7 19251738 ChIP-ChIP MESCs Mouse	1/128	0.588972421097283	0.999996156349101	0	0	1.13426058968906	0.600450242836094	MOXD1
STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	6/897	0.589103893368885	0.999996156349101	0	0	0.967809407203347	0.512118981680573	GBP6;GBP5;C1QA;OLAH;ANKRD22;NOS1AP
CTCF 21964334 Chip-Seq Bcells Human	11/1646	0.589301559569418	0.999996156349101	0	0	0.965575862650196	0.510613163338328	LYPD6B;RFPL2;HP;SLITRK5;PARVA;IL27;KIF20A;SRGAP1;CSMD1;COCH;C1QC
SA1 27219007 Chip-Seq ERYTHROID Human	11/1646	0.589301559569418	0.999996156349101	0	0	0.965575862650196	0.510613163338328	GBP5;IFI27;HPN;FAM118A;TMEM119;BHLHE41;SLITRK5;IL27;CACNA1E;SRGAP1;C1QC
AR 35413990 ChIP-Seq Human ARposCRProstateCancer	4/594	0.589423886925272	0.999996156349101	0	0	0.975056918795851	0.515424527748595	FHAD1;PRR16;SEPTIN4;SYBU
P300 18555785 Chip-Seq ESCs Mouse	10/1499	0.59107730953955	0.999996156349101	0	0	0.963996390194762	0.506877456147149	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;ANK2;CACNA1E;ATF3;LRP1B
MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	6/899	0.591297105027745	0.999996156349101	0	0	0.965540059045098	0.507330155415768	GRIP1;LYPD6B;FN1;OTX1;CSMD1;MYOM2
TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human	10/1501	0.592803038144096	0.999996156349101	0	0	0.962598507712944	0.503336098442713	GRIP1;NRN1;FN1;SLITRK5;PARVA;PDCD1LG2;SRGAP1;XKR3;MOCS1;MYOM2
SOX9 24532713 ChIP-Seq HFSC Mouse	8/1203	0.594182379176179	0.999996156349101	0	0	0.961287415513357	0.500416400820512	FHAD1;MOXD1;LYPD6B;COL4A3;PRR16;GPR84;CYYR1;SRGAP1
EBF1 22473956 ChIP-Seq LYMPHODE Mouse	10/1505	0.596244857764977	0.999996156349101	0	0	0.959813963210702	0.496323506323848	OLAH;COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3;LRP1B
NR0B1 18358816 ChIP-ChIP MESCs Mouse	8/1210	0.600830061076163	0.999996156349101	0	0	0.955330858825035	0.48668675695237	GBP5;C1QA;FBXO39;FN1;ROR1;WNT16;GBP1;C1QC
ESR1 22217937 ChIP-Seq MCF-7 Human BreastCancer	1/133	0.603048718167586	0.999996156349101	0	0	1.0910196859102	0.551791162451009	HPN
TCFCP2L1 18555785 Chip-Seq ESCs Mouse	10/1513	0.603089276314071	0.999996156349101	0	0	0.954289337990685	0.482574613142188	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;ANK2;CACNA1E;ATF3;LRP1B
SALL4 18804426 ChIP-ChIP MESCs Mouse	5/761	0.607122446057744	0.999996156349101	0	0	0.950093487687473	0.474120198367967	PLLP;FN1;ANK2;ROR1;FGF13
RUNX1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia	2/296	0.608356011184765	0.999996156349101	0	0	0.978791516606643	0.486454512962543	ANXA3;ATF3
CEBPA 23403033 ChIP-Seq LIVER Mouse	3/454	0.609466036264453	0.999996156349101	0	0	0.956442473515644	0.473603585620132	HP;MMP19;ATF3
PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human	6/918	0.611830416019868	0.999996156349101	0	0	0.944477671451356	0.464022005481814	GRIP1;SLITRK5;ANK2;CACNA1E;LRP1B;SOX5
SMARCD1 25818293 ChIP-Seq ESCs Mouse	11/1683	0.619463995742172	0.999996156349101	0	0	0.942291753004559	0.451264178096917	WDR17;KDM5D;LYPD6B;USP9Y;NOS1AP;PRR16;KREMEN1;UTY;GBP1;LRP1B;SOX5
MNX1 26342078 ChIP-Seq MIN6-4N Mouse	10/1533	0.619962960516715	0.999996156349101	0	0	0.940731697307945	0.449759632422225	GRIP1;SLAMF8;FN1;NRCAM;GPR84;CACNA1E;SRGAP1;ATF3;SOX5;GDF7
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	5/773	0.621017470038758	0.999996156349101	0	0	0.934660870927318	0.445268761334095	NRN1;SLITRK5;SRGAP1;ATF3;SOX5
FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	3/462	0.621309071028151	0.999996156349101	0	0	0.939385136770758	0.447078394845425	FHAD1;MOXD1;C4BPA
ISL1 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	5/776	0.624446340849859	0.999996156349101	0	0	0.930877778102845	0.438340921955396	WDR17;RFPL2;NRCAM;SYBU;SOX5
