ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0021756	striatum development	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	26050	1
GO:0035235	ionotropic glutamate receptor signaling pathway	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	116443	1
GO:0035739	CD4-positive, alpha-beta T cell proliferation	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	29126	1
GO:0042423	catecholamine biosynthetic process	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	26002	1
GO:0060004	reflex	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	3249	1
GO:0060444	branching involved in mammary gland duct morphogenesis	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	64478	1
GO:0086012	membrane depolarization during cardiac muscle cell action potential	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	287	1
GO:0098801	regulation of renal system process	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	10699	1
GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	1/96	22/18888	0.0454545454545455	8.94318181818182	2.66438226231013	0.106102960283966	0.425755796265991	0.405003083519239	29126	1
GO:1902476	chloride transmembrane transport	2/96	109/18888	0.018348623853211	3.61009174311927	1.95327501810006	0.106219050992454	0.425755796265991	0.405003083519239	116369/6507	2
GO:0045055	regulated exocytosis	3/96	225/18888	0.0133333333333333	2.62333333333333	1.75080928979553	0.106977957994405	0.425755796265991	0.405003083519239	57126/306/6854	3
GO:0071222	cellular response to lipopolysaccharide	3/96	225/18888	0.0133333333333333	2.62333333333333	1.75080928979553	0.106977957994405	0.425755796265991	0.405003083519239	80380/115362/29126	3
GO:0006936	muscle contraction	4/96	355/18888	0.0112676056338028	2.2169014084507	1.65434968167345	0.107066918364099	0.425755796265991	0.405003083519239	9172/9722/2258/287	4
GO:0032611	interleukin-1 beta production	2/96	110/18888	0.0181818181818182	3.57727272727273	1.93759345181073	0.107842247900972	0.425755796265991	0.405003083519239	115362/4671	2
GO:0032651	regulation of interleukin-1 beta production	2/96	110/18888	0.0181818181818182	3.57727272727273	1.93759345181073	0.107842247900972	0.425755796265991	0.405003083519239	115362/4671	2
GO:1990778	protein localization to cell periphery	4/96	356/18888	0.0112359550561798	2.21067415730337	1.64824486045243	0.107883921668321	0.425755796265991	0.405003083519239	2633/2258/287/23426	4
GO:0001906	cell killing	3/96	226/18888	0.0132743362831858	2.61172566371681	1.74219536148927	0.108037421621405	0.425755796265991	0.405003083519239	2209/115362/2633	3
GO:0007229	integrin-mediated signaling pathway	2/96	111/18888	0.018018018018018	3.54504504504505	1.92209329806308	0.109472136485342	0.425755796265991	0.405003083519239	57126/2335	2
GO:0002689	negative regulation of leukocyte chemotaxis	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	56833	1
GO:0002834	regulation of response to tumor cell	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	29126	1
GO:0003283	atrial septum development	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	287	1
GO:0006590	thyroid hormone generation	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	3249	1
GO:0015874	norepinephrine transport	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	2865	1
GO:0018230	peptidyl-L-cysteine S-palmitoylation	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	653082	1
GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	653082	1
GO:0031290	retinal ganglion cell axon guidance	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	4897	1
GO:0032252	secretory granule localization	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	55638	1
GO:0045063	T-helper 1 cell differentiation	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	246778	1
GO:0051354	negative regulation of oxidoreductase activity	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	3240	1
GO:0072574	hepatocyte proliferation	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	3249	1
GO:0072575	epithelial cell proliferation involved in liver morphogenesis	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	3249	1
GO:0098743	cell aggregation	1/96	23/18888	0.0434782608695652	8.55434782608696	2.59097424070043	0.110651572380475	0.425755796265991	0.405003083519239	6660	1
GO:0002768	immune response-regulating cell surface receptor signaling pathway	4/96	360/18888	0.0111111111111111	2.18611111111111	1.624025927351	0.111180365959642	0.425860109822692	0.405102312496242	2209/2633/153579/3503	4
GO:0022898	regulation of transmembrane transporter activity	3/96	229/18888	0.0131004366812227	2.57751091703057	1.71662936365781	0.111240503621231	0.425860109822692	0.405102312496242	9722/2258/287	3
GO:0051091	positive regulation of DNA-binding transcription factor activity	3/96	230/18888	0.0130434782608696	2.56630434782609	1.70819769656242	0.112316340603762	0.427962633469733	0.40710235234935	306/10739/4919	3
GO:0018958	phenol-containing compound metabolic process	2/96	113/18888	0.0176991150442478	3.48230088495575	1.89162164932566	0.112751557151891	0.427962633469733	0.40710235234935	3249/26002	2
GO:0002407	dendritic cell chemotaxis	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	56833	1
GO:0003148	outflow tract septum morphogenesis	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	55742	1
GO:0010954	positive regulation of protein processing	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	3249	1
GO:0032288	myelin assembly	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	287	1
GO:0043302	positive regulation of leukocyte degranulation	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	57126	1
GO:0046885	regulation of hormone biosynthetic process	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	2865	1
GO:0060571	morphogenesis of an epithelial fold	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	151449	1
GO:0061484	hematopoietic stem cell homeostasis	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	5414	1
GO:0090103	cochlea morphogenesis	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	3249	1
GO:0097066	response to thyroid hormone	1/96	24/18888	0.0416666666666667	8.19791666666667	2.52189003803973	0.115177278664678	0.427962633469733	0.40710235234935	3249	1
GO:0046634	regulation of alpha-beta T cell activation	2/96	115/18888	0.0173913043478261	3.42173913043478	1.86183008643911	0.116056458945451	0.428699706806303	0.407803498350671	246778/29126	2
GO:0007411	axon guidance	3/96	234/18888	0.0128205128205128	2.5224358974359	1.6749103369633	0.11665970123482	0.428699706806303	0.407803498350671	3730/151449/4897	3
GO:0097485	neuron projection guidance	3/96	234/18888	0.0128205128205128	2.5224358974359	1.6749103369633	0.11665970123482	0.428699706806303	0.407803498350671	3730/151449/4897	3
GO:0019882	antigen processing and presentation	2/96	117/18888	0.0170940170940171	3.36324786324786	1.83269039906158	0.119386002100869	0.428699706806303	0.407803498350671	8284/2209	2
GO:0061640	cytoskeleton-dependent cytokinesis	2/96	117/18888	0.0170940170940171	3.36324786324786	1.83269039906158	0.119386002100869	0.428699706806303	0.407803498350671	10112/5414	2
GO:0032535	regulation of cellular component size	4/96	370/18888	0.0108108108108108	2.12702702702703	1.56483574449264	0.119616970925772	0.428699706806303	0.407803498350671	2335/2258/51334/4897	4
GO:0050860	negative regulation of T cell receptor signaling pathway	1/96	25/18888	0.04	7.87	2.45669908351803	0.119680193277071	0.428699706806303	0.407803498350671	2633	1
GO:0071676	negative regulation of mononuclear cell migration	1/96	25/18888	0.04	7.87	2.45669908351803	0.119680193277071	0.428699706806303	0.407803498350671	56833	1
GO:0072576	liver morphogenesis	1/96	25/18888	0.04	7.87	2.45669908351803	0.119680193277071	0.428699706806303	0.407803498350671	3249	1
GO:1905563	negative regulation of vascular endothelial cell proliferation	1/96	25/18888	0.04	7.87	2.45669908351803	0.119680193277071	0.428699706806303	0.407803498350671	1285	1
GO:0006909	phagocytosis	3/96	237/18888	0.0126582278481013	2.49050632911392	1.65039363964447	0.119958494158068	0.428699706806303	0.407803498350671	722/2209/306	3
GO:0050670	regulation of lymphocyte proliferation	3/96	237/18888	0.0126582278481013	2.49050632911392	1.65039363964447	0.119958494158068	0.428699706806303	0.407803498350671	80380/246778/29126	3
GO:0071219	cellular response to molecule of bacterial origin	3/96	238/18888	0.0126050420168067	2.48004201680672	1.64230460248349	0.121065811602654	0.428699706806303	0.407803498350671	80380/115362/29126	3
GO:0002832	negative regulation of response to biotic stimulus	2/96	119/18888	0.0168067226890756	3.30672268907563	1.80417601825985	0.122739360937738	0.428699706806303	0.407803498350671	710/56833	2
GO:0048675	axon extension	2/96	119/18888	0.0168067226890756	3.30672268907563	1.80417601825985	0.122739360937738	0.428699706806303	0.407803498350671	2335/4897	2
GO:0006929	substrate-dependent cell migration	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	2335	1
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	287	1
GO:0033622	integrin activation	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	2335	1
GO:0034643	establishment of mitochondrion localization, microtubule-mediated	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	55638	1
GO:0044827	modulation by host of viral genome replication	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	3429	1
GO:0045649	regulation of macrophage differentiation	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	714	1
GO:0047497	mitochondrion transport along microtubule	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	55638	1
GO:0048143	astrocyte activation	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	712	1
GO:0048596	embryonic camera-type eye morphogenesis	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	51384	1
GO:0086013	membrane repolarization during cardiac muscle cell action potential	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	9722	1
GO:0098581	detection of external biotic stimulus	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	4671	1
GO:0099637	neurotransmitter receptor transport	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	23426	1
GO:1903319	positive regulation of protein maturation	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	3249	1
GO:1904353	regulation of telomere capping	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	5570	1
GO:2000108	positive regulation of leukocyte apoptotic process	1/96	26/18888	0.0384615384615385	7.56730769230769	2.39502898072395	0.124160429795409	0.428699706806303	0.407803498350671	29126	1
GO:0032944	regulation of mononuclear cell proliferation	3/96	241/18888	0.012448132780083	2.44917012448133	1.61828128956867	0.124410550209894	0.428699706806303	0.407803498350671	80380/246778/29126	3
GO:0035710	CD4-positive, alpha-beta T cell activation	2/96	120/18888	0.0166666666666667	3.27916666666667	1.79014543371347	0.124424717015022	0.428699706806303	0.407803498350671	246778/29126	2
GO:0030278	regulation of ossification	2/96	122/18888	0.0163934426229508	3.22540983606557	1.76252249015557	0.127812281556131	0.432851573425969	0.411752989580321	83999/338773	2
GO:0007026	negative regulation of microtubule depolymerization	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	2258	1
GO:0010758	regulation of macrophage chemotaxis	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	56833	1
GO:0018149	peptide cross-linking	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	2335	1
GO:0031639	plasminogen activation	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	3249	1
GO:0042730	fibrinolysis	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	710	1
GO:0061098	positive regulation of protein tyrosine kinase activity	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	2209	1
GO:1902410	mitotic cytokinetic process	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	10112	1
GO:1903077	negative regulation of protein localization to plasma membrane	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	2633	1
GO:1904862	inhibitory synapse assembly	1/96	27/18888	0.037037037037037	7.28703703703704	2.33655575227759	0.128618101237442	0.432851573425969	0.411752989580321	2258	1
GO:0001818	negative regulation of cytokine production	4/96	381/18888	0.010498687664042	2.06561679790026	1.50184854470995	0.129209763533114	0.432851573425969	0.411752989580321	80380/2335/29126/2633	4
GO:0002703	regulation of leukocyte mediated immunity	3/96	246/18888	0.0121951219512195	2.39939024390244	1.57903133473061	0.13005946425857	0.432851573425969	0.411752989580321	722/2209/57126	3
GO:0006821	chloride transport	2/96	124/18888	0.0161290322580645	3.17338709677419	1.73546484071434	0.131221657929325	0.432851573425969	0.411752989580321	116369/6507	2
GO:0010951	negative regulation of endopeptidase activity	2/96	124/18888	0.0161290322580645	3.17338709677419	1.73546484071434	0.131221657929325	0.432851573425969	0.411752989580321	710/4671	2
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2/96	125/18888	0.016	3.148	1.72214116925206	0.132934281940884	0.432851573425969	0.411752989580321	2209/29126	2
GO:0021761	limbic system development	2/96	125/18888	0.016	3.148	1.72214116925206	0.132934281940884	0.432851573425969	0.411752989580321	306/2258	2
GO:0001773	myeloid dendritic cell activation	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	116071	1
GO:0015740	C4-dicarboxylate transport	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	6507	1
GO:0021544	subpallium development	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	26050	1
GO:0032703	negative regulation of interleukin-2 production	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	2633	1
GO:0032770	positive regulation of monooxygenase activity	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	9722	1
GO:0036037	CD8-positive, alpha-beta T cell activation	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	29126	1
GO:0048668	collateral sprouting	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	2258	1
GO:0050999	regulation of nitric-oxide synthase activity	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	9722	1
GO:0086010	membrane depolarization during action potential	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	287	1
GO:0090025	regulation of monocyte chemotaxis	1/96	28/18888	0.0357142857142857	7.02678571428571	2.28099601437005	0.133053320063655	0.432851573425969	0.411752989580321	56833	1
GO:0050803	regulation of synapse structure or activity	3/96	249/18888	0.0120481927710843	2.37048192771084	1.55593799861428	0.133492242656409	0.433013321750329	0.411906853768887	55638/26050/4897	3
GO:0001578	microtubule bundle formation	2/96	126/18888	0.0158730158730159	3.12301587301587	1.70895077261603	0.134652068236569	0.433013321750329	0.411906853768887	79989/10112	2
GO:0007613	memory	2/96	126/18888	0.0158730158730159	3.12301587301587	1.70895077261603	0.134652068236569	0.433013321750329	0.411906853768887	2258/64478	2
GO:0042471	ear morphogenesis	2/96	127/18888	0.015748031496063	3.09842519685039	1.69589111927339	0.136374921644754	0.433013321750329	0.411906853768887	3249/5013	2
GO:0002833	positive regulation of response to biotic stimulus	4/96	390/18888	0.0102564102564103	2.01794871794872	1.45186561719836	0.137292162864833	0.433013321750329	0.411906853768887	115362/29126/400709/4671	4
GO:0002418	immune response to tumor cell	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	29126	1
GO:0007263	nitric oxide mediated signal transduction	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	9722	1
GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	2352	1
GO:0015813	L-glutamate transmembrane transport	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	6507	1
GO:0042403	thyroid hormone metabolic process	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	3249	1
GO:0060765	regulation of androgen receptor signaling pathway	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	8284	1
GO:1904376	negative regulation of protein localization to cell periphery	1/96	29/18888	0.0344827586206897	6.78448275862069	2.22810064537731	0.13746619817998	0.433013321750329	0.411906853768887	2633	1
GO:0002456	T cell mediated immunity	2/96	129/18888	0.0155038759689922	3.05038759689922	1.67015425497633	0.139835453183151	0.433013321750329	0.411906853768887	8284/722	2
GO:0032612	interleukin-1 production	2/96	129/18888	0.0155038759689922	3.05038759689922	1.67015425497633	0.139835453183151	0.433013321750329	0.411906853768887	115362/4671	2
GO:0032652	regulation of interleukin-1 production	2/96	129/18888	0.0155038759689922	3.05038759689922	1.67015425497633	0.139835453183151	0.433013321750329	0.411906853768887	115362/4671	2
GO:0050868	negative regulation of T cell activation	2/96	129/18888	0.0155038759689922	3.05038759689922	1.67015425497633	0.139835453183151	0.433013321750329	0.411906853768887	80380/29126	2
GO:1990266	neutrophil migration	2/96	129/18888	0.0155038759689922	3.05038759689922	1.67015425497633	0.139835453183151	0.433013321750329	0.411906853768887	57126/56833	2
GO:0098661	inorganic anion transmembrane transport	2/96	130/18888	0.0153846153846154	3.02692307692308	1.65747231261163	0.141572945024118	0.433013321750329	0.411906853768887	116369/6507	2
GO:0002230	positive regulation of defense response to virus by host	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	246778	1
GO:0002438	acute inflammatory response to antigenic stimulus	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	2209	1
GO:0002507	tolerance induction	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	29126	1
GO:0007588	excretion	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	10699	1
GO:0034067	protein localization to Golgi apparatus	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	115362	1
GO:0038094	Fc-gamma receptor signaling pathway	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	2209	1
GO:0060603	mammary gland duct morphogenesis	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	64478	1
GO:0086011	membrane repolarization during action potential	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	9722	1
GO:0090382	phagosome maturation	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	56833	1
GO:1900017	positive regulation of cytokine production involved in inflammatory response	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	115362	1
GO:1901021	positive regulation of calcium ion transmembrane transporter activity	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	287	1
GO:1901385	regulation of voltage-gated calcium channel activity	1/96	30/18888	0.0333333333333333	6.55833333333333	2.17764962251486	0.141856846940504	0.433013321750329	0.411906853768887	9722	1
GO:0002699	positive regulation of immune effector process	3/96	257/18888	0.0116731517509728	2.29669260700389	1.49594669392371	0.142799250269162	0.433013321750329	0.411906853768887	2209/57126/2865	3
GO:0002821	positive regulation of adaptive immune response	2/96	131/18888	0.0152671755725191	3.00381679389313	1.64491164629087	0.143315131387838	0.433013321750329	0.411906853768887	2209/29126	2
GO:0010466	negative regulation of peptidase activity	2/96	132/18888	0.0151515151515152	2.98106060606061	1.63247004284049	0.145061921122912	0.433013321750329	0.411906853768887	710/4671	2
GO:0002221	pattern recognition receptor signaling pathway	3/96	259/18888	0.0115830115830116	2.27895752895753	1.48129595992627	0.1451595921201	0.433013321750329	0.411906853768887	115362/29126/4671	3
GO:0002825	regulation of T-helper 1 type immune response	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	246778	1
GO:0010765	positive regulation of sodium ion transport	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	2258	1
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	4671	1
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	287	1
GO:0010996	response to auditory stimulus	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	6507	1
GO:0031114	regulation of microtubule depolymerization	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	2258	1
GO:0033688	regulation of osteoblast proliferation	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	338773	1
GO:0036336	dendritic cell migration	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	56833	1
GO:0042744	hydrogen peroxide catabolic process	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	3240	1
GO:0090322	regulation of superoxide metabolic process	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	57126	1
GO:1990806	ligand-gated ion channel signaling pathway	1/96	31/18888	0.032258064516129	6.34677419354839	2.12944777995795	0.146225377150161	0.433013321750329	0.411906853768887	116443	1
GO:0032409	regulation of transporter activity	3/96	260/18888	0.0115384615384615	2.27019230769231	1.4740209036628	0.146344653319774	0.433013321750329	0.411906853768887	9722/2258/287	3
GO:0014902	myotube differentiation	2/96	133/18888	0.0150375939849624	2.95864661654135	1.62014534642807	0.146813223865217	0.433013321750329	0.411906853768887	338773/79365	2
GO:0021782	glial cell development	2/96	133/18888	0.0150375939849624	2.95864661654135	1.62014534642807	0.146813223865217	0.433013321750329	0.411906853768887	712/4919	2
GO:0010927	cellular component assembly involved in morphogenesis	2/96	135/18888	0.0148148148148148	2.91481481481481	1.59583832670862	0.150329010818431	0.437293101506121	0.415978023235236	9172/287	2
GO:0001958	endochondral ossification	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	338773	1
GO:0018345	protein palmitoylation	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	653082	1
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	55638	1
GO:0036075	replacement ossification	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	338773	1
GO:0048679	regulation of axon regeneration	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	83999	1
GO:0061036	positive regulation of cartilage development	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	6660	1
GO:0140058	neuron projection arborization	1/96	32/18888	0.03125	6.1484375	2.08332130004941	0.150571899067411	0.437293101506121	0.415978023235236	23426	1
GO:0071216	cellular response to biotic stimulus	3/96	265/18888	0.0113207547169811	2.22735849056604	1.43813664100562	0.152317784572304	0.441517708244001	0.41999670899478	80380/115362/29126	3
GO:0070663	regulation of leukocyte proliferation	3/96	267/18888	0.0112359550561798	2.21067415730337	1.42400661781849	0.154728853087311	0.443376919238238	0.421765296039707	80380/246778/29126	3
GO:0045026	plasma membrane fusion	1/96	33/18888	0.0303030303030303	5.96212121212121	2.03911479231675	0.154896522406907	0.443376919238238	0.421765296039707	2352	1
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	1/96	33/18888	0.0303030303030303	5.96212121212121	2.03911479231675	0.154896522406907	0.443376919238238	0.421765296039707	2633	1
GO:0051654	establishment of mitochondrion localization	1/96	33/18888	0.0303030303030303	5.96212121212121	2.03911479231675	0.154896522406907	0.443376919238238	0.421765296039707	55638	1
